apprehension_date,apprehension_state,apprehension_aor,final_program,final_program_group,apprehension_method,apprehension_criminality,case_status,case_category,departed_date,departure_country,final_order_yes_no,final_order_date,birth_year,citizenship_country,gender,apprehension_site_landmark,unique_identifier,apprehension_date_time,duplicate_likely,file_original,sheet_original,row_original
2025-01-13,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,2 Pending Criminal Charges,5-Title 50 Expulsion,[8B] Excludable / Inadmissible - Under Adjudication by IJ,2025-03-15,EL SALVADOR,NO,,2002,VENEZUELA,Male,"CIP GENERAL AREA, NON-SPECIFIC",297a474673652ec31c674f6526792de1962ed731,2025-01-13 16:17:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,60266
2025-01-13,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Other Agency (turned over to INS),2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-06-20,VENEZUELA,YES,2025-06-11,1999,VENEZUELA,Male,"NBG GENERAL AREA, NON-SPECIFIC",061915958774a75709a5114f4704637618cea49a,2025-01-13 16:43:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,8873
2025-01-14,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2025-02-18,DOMINICAN REPUBLIC,YES,2010-06-24,1962,DOMINICAN REPUBLIC,Male,WENDE CORRECTIONAL FACILITY,4db33940abbf7cf02aba4b759558477e8598f6e9,2025-01-14 06:34:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,112849
2025-01-14,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2025-05-06,SURINAME,YES,2024-05-23,2001,SURINAME,Male,WENDE CORRECTIONAL FACILITY,ca29405b8cd964c55d1bd61246f130394f8220e2,2025-01-14 06:36:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,293668
2025-01-14,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2025-02-18,COLOMBIA,YES,2020-01-27,1982,COLOMBIA,Male,WENDE CORRECTIONAL FACILITY,56658fe60ab8a9c82e63399d5fe1a70c7f016063,2025-01-14 06:37:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,125528
2025-01-14,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Located,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-04-07,MEXICO,YES,2019-10-09,1995,MEXICO,Male,ONONDAGA COUNTY,c5d0dafc216b511cc1e4c6cbd6b1c60e052a538d,2025-01-14 08:46:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,287437
2025-01-14,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8G] Expedited Removal - Credible Fear Referral,2025-04-07,HONDURAS,YES,2025-01-14,1975,HONDURAS,Male,CAP - USM - SOUTHERN DISTRICT NY STATE,0fd6f4513327c1a10153218a7bfa69f97a75fbbe,2025-01-14 10:50:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,23020
2025-01-14,NEW YORK,New York City Area of Responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1987,VENEZUELA,Male,"NDD - 26 FEDERAL PLAZA NY, NY",4eee7b35487ccaaf8de97c6f0d9eb12bffe73e3d,2025-01-14 11:43:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,114699
2025-01-14,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Worksite Enforcement,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-03-25,ECUADOR,YES,2024-01-18,1984,ECUADOR,Male,"NDD - 26 FEDERAL PLAZA NY, NY",8a3ad94bc59c4983dcb9646bc59e22ac7907ef78,2025-01-14 14:15:41 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,200662
2025-01-14,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8F] Expedited Removal,2025-02-20,ECUADOR,YES,2025-01-14,1979,ECUADOR,Male,CAP - USM - EASTERN DISTRICT NY State,f1e6e8190e783d6ccb6a750f376c257ad00e3a7a,2025-01-14 17:58:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,351190
2025-01-15,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1993,VENEZUELA,Male,"CIP GENERAL AREA, NON-SPECIFIC",76d0bc058e9fe204b767827f612345e9499dbd6a,2025-01-15 05:10:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,172487
2025-01-15,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2003,VENEZUELA,Male,"CIP GENERAL AREA, NON-SPECIFIC",98294cd36be7e7ca975a8b1bc64f8649cbdbe769,2025-01-15 05:10:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,220849
2025-01-15,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8A] Excludable / Inadmissible - Hearing Not Commenced,,,NO,,1990,VENEZUELA,Male,"CIP GENERAL AREA, NON-SPECIFIC",e871687247d482b9fd4e8b59520257d37a7c21d6,2025-01-15 05:10:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,337678
2025-01-15,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-01-28,MEXICO,YES,2024-08-08,1989,MEXICO,Male,WENDE CORRECTIONAL FACILITY,bee7304e65d201d80ea620f05c3ecda77102b50e,2025-01-15 07:40:15 UTC,TRUE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,277373
2025-01-15,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2025-06-12,JAMAICA,YES,2025-06-03,2001,JAMAICA,Male,WENDE CORRECTIONAL FACILITY,7b53ec7feb3ce63bfa2f89088c3fcdcaafb3d202,2025-01-15 07:45:35 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,179115
2025-01-15,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-02-07,EL SALVADOR,YES,2015-07-22,1994,EL SALVADOR,Unknown,"NBG GENERAL AREA, NON-SPECIFIC",d93905b10574ef54d8809528dac4bda08f6d5693,2025-01-15 09:30:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,315552
2025-01-15,NEW YORK,New York City Area of Responsibility,Juvenile,ICE,Other efforts,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2006,GUATEMALA,Female,NON-DETAINED AND JUVENILE,7d6bbd9be7844a04058bf2554a1d5dc4f19dd678,2025-01-15 11:00:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,182077
2025-01-15,NEW YORK,New York City Area of Responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8A] Excludable / Inadmissible - Hearing Not Commenced,,,NO,,1996,VENEZUELA,Male,"NDD - 26 FEDERAL PLAZA NY, NY",a3481494906f478651c78c37c2ed9d9f0eb01ab9,2025-01-15 11:06:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,237038
2025-01-15,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-01-28,MEXICO,YES,2024-08-08,1989,MEXICO,Male,WENDE CORRECTIONAL FACILITY,bee7304e65d201d80ea620f05c3ecda77102b50e,2025-01-15 11:07:31 UTC,TRUE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,277374
2025-01-15,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8G] Expedited Removal - Credible Fear Referral,2025-02-10,COLOMBIA,YES,2022-07-27,1991,COLOMBIA,Male,"CIP GENERAL AREA, NON-SPECIFIC",5826263428d1fb8c9d69be063b3f8268f6199b70,2025-01-15 11:32:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,127991
2025-01-15,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-03-17,PAKISTAN,YES,2024-06-05,1976,PAKISTAN,Male,"NDD - 26 FEDERAL PLAZA NY, NY",f32c25443edb6bd725704ad02daf5184b2252e73,2025-01-15 12:09:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,352985
2025-01-15,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[12] Judicial Deportation / Removal,2025-01-15,IRELAND,YES,2025-01-15,1981,IRELAND,Female,CAP - UNITED STATES PROBATION SDNY NY STATE,c55f5cd1afcc82c2a448689bf0afb400e8e641a1,2025-01-15 13:58:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,286808
2025-01-15,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-04-22,VENEZUELA,YES,2023-12-14,2002,VENEZUELA,Female,"NDD - 26 FEDERAL PLAZA NY, NY",54797fb19c58d8a8fde2e5008473ac2f8564a4a3,2025-01-15 14:43:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,122719
2025-01-15,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,5-Title 50 Expulsion,[8B] Excludable / Inadmissible - Under Adjudication by IJ,2025-03-15,EL SALVADOR,NO,,2000,VENEZUELA,Male,"NDD - 26 FEDERAL PLAZA NY, NY",755051bc93582ccdcc14177827d61ef134077434,2025-01-15 14:48:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,170185
2025-01-15,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Other Task Force,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8G] Expedited Removal - Credible Fear Referral,2025-04-11,VENEZUELA,YES,2024-02-13,2002,VENEZUELA,Male,FUGITIVE OPERATIONS NY STATE,7394548dd2d166b802682201773a7b355dae5354,2025-01-15 14:49:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,167624
2025-01-15,NEW YORK,New York City Area of Responsibility,Alternatives to Detention,ICE,Other efforts,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-03-25,VENEZUELA,YES,2025-02-11,2001,VENEZUELA,Female,"NDD - 26 FEDERAL PLAZA NY, NY",f82a931969669b4d01b07cb9ecfbeecc34d9595d,2025-01-15 15:02:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,360128
2025-01-16,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-03-11,ECUADOR,YES,2008-06-20,1989,ECUADOR,Male,"NDD - 26 FEDERAL PLAZA NY, NY",45b1ddd7d06f323fadc9ef389ae9db5eb3b58081,2025-01-16 06:12:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,101171
2025-01-16,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-02-06,GUATEMALA,YES,2019-02-20,1993,GUATEMALA,Male,"NBG GENERAL AREA, NON-SPECIFIC",83674ad6060357fd7c2a0134f6a2791492654cbb,2025-01-16 08:17:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,190728
2025-01-16,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-05-19,GUATEMALA,YES,2025-05-09,2004,GUATEMALA,Male,"CIP GENERAL AREA, NON-SPECIFIC",9e4afe5228fb4bb2b69bf569478b066d5ba2ae88,2025-01-16 09:00:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,229753
2025-01-16,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Located,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8G] Expedited Removal - Credible Fear Referral,2025-03-20,NICARAGUA,YES,2021-11-22,2001,NICARAGUA,Male,MONROE COUNTY,7557d67dd9022aaa1dd26c03e12be4ae364e9474,2025-01-16 09:52:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,170235
2025-01-16,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1988,ECUADOR,Male,"NBG GENERAL AREA, NON-SPECIFIC",43c0ffd521e01aa19ebe9c3a79558910a7475dac,2025-01-16 09:57:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,98339
2025-01-16,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8D] Excludable / Inadmissible - Under Adjudication by BIA,,,NO,,1981,RUSSIA,Male,FUGITIVE OPERATIONS NY STATE,d259a248474d64df7b414c2c481b22e34cf05aa0,2025-01-16 10:24:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,305550
2025-01-17,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-01-28,MEXICO,YES,2011-10-20,1987,MEXICO,Male,FEDERAL CORRECTIONAL INSTITUTE RAY BROOK,5635b67247534a54ffe8453cb958112226319c32,2025-01-17 05:39:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,125254
2025-01-17,NEW YORK,New York City Area of Responsibility,Juvenile,ICE,Other Agency (turned over to INS),3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-02-10,MEXICO,YES,2025-01-30,2004,MEXICO,Male,NON-DETAINED and Juvenile,54ff954e836de72f992d3feae3d1f2c84dbbb1d0,2025-01-17 06:03:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,123483
2025-01-17,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-01-27,MEXICO,YES,2019-06-25,1989,MEXICO,Male,WENDE CORRECTIONAL FACILITY,08bdc7ba14f61a3aaed3e98f46cc680dcf74f776,2025-01-17 07:37:59 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,12722
2025-01-17,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2025-02-18,DOMINICAN REPUBLIC,YES,2024-03-27,1987,DOMINICAN REPUBLIC,Male,WENDE CORRECTIONAL FACILITY,b585469358425ec9fe8388701eb009088540e7be,2025-01-17 07:41:22 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,263486
2025-01-17,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-03-14,EL SALVADOR,YES,2024-03-28,1967,EL SALVADOR,Male,WENDE CORRECTIONAL FACILITY,1fd6ea0f6bdff6299b786cb9faf9bddff0d6aa6a,2025-01-17 07:44:18 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,46310
2025-01-17,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-02-14,EL SALVADOR,YES,1988-07-20,1968,EL SALVADOR,Male,WENDE CORRECTIONAL FACILITY,466439be984c750349b1838ad2623381c1f9624a,2025-01-17 07:47:36 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,102229
2025-01-17,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[10] Visa Waiver Deportation / Removal,2025-03-27,COLOMBIA,YES,2025-01-17,1987,SPAIN,Male,CAP - ORANGE COUNTY JAIL NY STATE,86523bf9b2aabb1b80cd60a63733bf0271a18602,2025-01-17 09:50:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,194870
2025-01-17,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1993,COLOMBIA,Male,"NDD - 26 FEDERAL PLAZA NY, NY",7cdc4ef7a00673d2507a9b012dd617e8a87842cc,2025-01-17 10:27:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,181271
2025-01-17,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2002,NICARAGUA,Male,"NDD - 26 FEDERAL PLAZA NY, NY",c275e0a1f04250c69027c859dc11cc261a407659,2025-01-17 10:35:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,282621
2025-01-21,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-04-30,MEXICO,YES,2025-04-23,1983,MEXICO,Male,ALBANY COUNTY,41662e0b8afd55f2924f4745fb92652c6674aa47,2025-01-21 12:31:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,94875
2025-01-22,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2025-08-05,DOMINICAN REPUBLIC,YES,2025-07-16,1990,DOMINICAN REPUBLIC,Male,WENDE CORRECTIONAL FACILITY,46a651ee7512848093027c3395f9d249f21aea96,2025-01-22 06:42:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,102596
2025-01-22,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-02-06,HONDURAS,YES,2025-01-29,2001,HONDURAS,Male,"NBG GENERAL AREA, NON-SPECIFIC",aa9e560cef4faf198680ea7c8d35a83226fa8a24,2025-01-22 07:40:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,247845
2025-01-22,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,ACTIVE,[2B] Deportable - Under Adjudication by BIA,,,NO,,1976,EL SALVADOR,Male,"CIP GENERAL AREA, NON-SPECIFIC",93ed7c0a510ac292dbee73a0dd24a4e9f03fbea0,2025-01-22 07:48:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,214762
2025-01-22,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,E-Charging Document Canceled by ICE,[16] Reinstated Final Order,,,NO,,1983,EL SALVADOR,Unknown,"CIP GENERAL AREA, NON-SPECIFIC",d5b07753f88b7b38b0a5383ec2c144f272e599fc,2025-01-22 08:04:00 UTC,TRUE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,310530
2025-01-22,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,6-Deported/Removed - Deportability,[16] Reinstated Final Order,2025-02-07,EL SALVADOR,YES,2011-10-12,1983,EL SALVADOR,Unknown,"CIP GENERAL AREA, NON-SPECIFIC",d5b07753f88b7b38b0a5383ec2c144f272e599fc,2025-01-22 08:17:00 UTC,TRUE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,310531
2025-01-22,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2025-02-27,JAMAICA,YES,2025-02-03,1997,JAMAICA,Male,FUGITIVE OPERATIONS NY STATE,3759bccf2e923732c6955369ffad70777ac50734,2025-01-22 08:21:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,80362
2025-01-22,NEW YORK,New York City Area of Responsibility,Alternatives to Detention,ICE,Law Enforcement Agency Response Unit,1 Convicted Criminal,ACTIVE,[2B] Deportable - Under Adjudication by BIA,,,NO,,1996,JAMAICA,Male,"NDD - 26 FEDERAL PLAZA NY, NY",e81b81df9abbbd8dcde8301c3bd571f406d8ec8f,2025-01-22 08:47:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,337171
2025-01-22,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1986,NICARAGUA,Male,"NDD - 26 FEDERAL PLAZA NY, NY",afbc50cf3e080511e27b50eef77c43a9da5e0ccd,2025-01-22 09:33:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,255138
2025-01-22,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,ACTIVE,[16] Reinstated Final Order,,,YES,2005-04-25,1984,MEXICO,Male,RENSSELAER COUNTY,f8cbfe08e7c1bcc9b8cdb6594b7d57f148ea08b2,2025-01-22 09:33:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,361063
